,Distance,Last Finish pos,Last-1 Finish pos,Weight,Wins,Places,win%,Place%,Course Wins,Course Places,Course Starts,Distance Wins,Distance Places,Good Wins,Good Places,Good Starts, age,1Up Wins,1Up Places,1Up Starts,2Up Wins,2Up Places,2Up Starts,3Up Wins,3Up Places,3Up Starts,4Up Wins,4Up Places,4Up Starts,Last Base Rating,Last Finish Pos,Last-1 Base Rating,Last-1 WFA Rating,Last-1 Finish Pos,Last-2 Base Rating,Last-2 WFA Rating,Last-2 Finish Pos,Last-3 Base Rating,Last-3 WFA Rating,Last-3 Finish Pos,Last-4 Base Rating,Last-4 WFA Rating,Last-4 Finish Pos,Joc Ovrl12m Wins,Joc Ovrl12m Places,Joc Ovrl12m Starts,Trn Loc12m Wins,Trn Loc12m Places,Trn Loc12m Starts,Trn Loc5y Wins,Trn Loc5y Places,Trn Loc5y Starts,Trn Ovrl12m Wins,Trn Ovrl12m Places,Trn Ovrl12m Starts,Joc/Trn Wins,Joc/Trn Starts,Last Dist,Last Margin,Last Weight,Last-1 Dist,Last-1 Margin,Last-1 Weight,Last-2 Dist,Last-2 Margin,Last-2 Weight,Last-3 Dist,Last-3 Margin,Last-3 Weight,Cluster,Horse Rating
1486,1200,5.0,5.0,62.5,4,11,13.0,35.0,0,0,0,3,9,4,9,22,5,0.0,3.0,4.0,1.0,2.0,4.0,0.0,0.0,4.0,1.0,1.0,4.0,37.5,5.0,34.5,34.5,5.0,36.5,36.5,1.0,36.0,36.0,2.0,34.0,34.0,2.0,41,82,319,12,24,109,42,64,285,56,135,583,3,13,1200.0,4.8,54.0,1200.0,1.7,53.5,1150.0,0.1,57.5,1250.0,0.2,52.5,83,84
1487,1200,7.0,2.0,62.5,6,6,22.0,22.0,0,0,0,5,6,6,5,24,6,1.0,2.0,6.0,0.0,1.0,5.0,1.0,0.0,4.0,3.0,0.0,3.0,36.0,7.0,39.0,39.0,2.0,34.0,34.0,11.0,36.5,36.5,1.0,21.5,21.5,10.0,27,55,200,12,24,109,42,64,285,56,135,583,18,110,1200.0,5.3,52.5,1200.0,0.5,60.0,1200.0,7.4,52.0,1200.0,1.5,52.5,36,37
1488,1200,2.0,9.0,57.5,2,5,17.0,42.0,0,0,0,2,1,2,5,10,4,0.0,0.0,4.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,46.5,2.0,12.5,13.0,9.0,32.5,37.0,4.0,42.0,46.5,3.0,34.5,40.0,3.0,46,95,479,12,24,109,42,64,285,56,135,583,0,5,1000.0,0.5,54.0,1200.0,21.0,56.5,1200.0,4.4,53.5,1400.0,1.7,56.5,70,71
1489,1200,5.0,2.0,57.5,2,2,18.0,18.0,0,0,0,1,2,2,1,7,5,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,34.0,5.0,34.5,34.5,2.0,34.0,34.0,4.0,37.0,37.0,1.0,33.5,33.5,1.0,20,32,240,1,3,17,1,1,11,5,8,53,5,27,1200.0,5.0,56.5,1200.0,4.0,55.5,1150.0,3.4,54.0,1020.0,1.5,56.5,66,67
1490,1200,4.0,4.0,57.5,5,10,10.0,20.0,1,1,3,1,4,4,9,41,6,0.0,1.0,6.0,1.0,0.0,5.0,1.0,2.0,4.0,0.0,1.0,4.0,34.5,4.0,32.0,32.0,4.0,22.0,22.0,9.0,32.5,32.5,4.0,31.0,31.0,2.0,1,2,22,12,24,109,42,64,285,56,135,583,1,4,1200.0,2.7,55.5,1400.0,3.6,54.5,1400.0,10.0,54.0,1200.0,4.3,56.0,83,84
1491,1200,6.0,4.0,60.0,2,0,25.0,0.0,0,0,1,2,0,1,0,5,4,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,31.0,6.0,37.0,37.5,4.0,31.5,32.5,8.0,37.5,38.5,1.0,29.5,31.0,7.0,46,95,479,6,7,28,19,29,133,14,25,105,5,27,1200.0,6.7,57.5,1200.0,2.8,57.5,1200.0,6.3,57.5,1200.0,0.2,58.0,37,38
1492,1200,8.0,2.0,58.0,2,3,10.0,14.0,0,0,0,2,3,2,3,17,4,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,28.0,8.0,33.0,33.0,2.0,30.0,30.5,5.0,25.0,25.5,9.0,28.5,29.0,3.0,27,55,200,12,24,109,42,64,285,56,135,583,18,110,1200.0,3.5,55.5,1200.0,0.8,56.0,1200.0,2.5,56.0,1200.0,5.7,55.5,58,59
1493,1200,4.0,3.0,57.0,1,1,14.0,14.0,1,0,2,1,1,1,1,6,4,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,37.0,4.0,33.0,33.5,3.0,29.0,29.5,4.0,31.0,31.5,4.0,31.0,32.0,1.0,41,82,319,1,3,19,1,7,38,6,16,81,1,7,1400.0,1.4,58.5,1200.0,1.8,55.0,1100.0,4.2,55.0,1250.0,1.7,56.0,37,38
1494,1200,0.0,8.0,56.0,1,2,13.0,25.0,0,0,0,1,2,1,1,7,4,1.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,13.5,13.0,32.0,33.0,8.0,15.5,16.5,6.0,33.0,34.5,7.0,34.5,38.5,8.0,39,74,384,4,7,44,8,16,76,11,24,107,0,0,1400.0,19.0,57.0,1200.0,5.6,57.5,1400.0,17.0,59.0,1200.0,4.8,58.5,38,39
1495,1200,8.0,6.0,55.5,1,1,8.0,8.0,0,1,1,1,1,1,1,8,3,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,2.0,25.5,8.0,36.0,37.5,6.0,30.5,32.5,1.0,28.5,31.0,3.0,25.5,28.5,7.0,76,172,757,3,3,18,10,14,99,6,3,31,2,12,1400.0,11.7,56.5,1335.0,2.7,54.5,1100.0,0.2,54.0,1200.0,0.5,53.0,37,38
1496,1200,6.0,7.0,55.0,1,3,5.0,15.0,0,0,3,1,1,0,1,11,4,0.0,2.0,5.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,1.0,31.0,6.0,27.0,27.0,7.0,25.5,27.0,12.0,33.5,35.0,1.0,29.5,31.5,4.0,8,20,97,12,24,109,42,64,285,56,135,583,0,8,1000.0,5.1,57.5,1200.0,4.7,53.0,1200.0,8.1,56.5,1200.0,0.8,56.5,75,76
1497,1200,0.0,6.0,54.0,1,2,8.0,15.0,0,0,0,0,0,1,2,11,3,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,17.5,14.0,28.5,30.5,6.0,28.0,30.0,5.0,29.5,32.5,8.0,29.0,32.5,12.0,20,32,240,1,3,17,1,1,11,5,8,53,5,27,1100.0,11.0,52.0,1020.0,5.1,54.0,1250.0,4.2,55.5,1200.0,3.4,52.0,13,14
1498,1200,5.0,0.0,54.0,1,0,8.0,0.0,0,0,1,1,0,1,0,9,6,0.0,0.0,6.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,29.5,5.0,19.5,19.5,11.0,21.0,21.0,10.0,30.5,30.5,10.0,10.5,10.5,10.0,22,45,195,2,6,27,2,8,52,4,11,65,0,1,1200.0,4.2,54.0,1400.0,11.0,54.0,1600.0,13.0,54.0,1200.0,4.2,56.5,34,35
1499,1200,2.0,4.0,58.5,0,2,0.0,13.0,0,0,1,0,1,0,2,11,4,0.0,0.0,3.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,32.0,2.0,32.0,32.5,4.0,24.0,25.0,10.0,8.0,11.5,12.0,22.0,26.0,7.0,11,28,232,0,0,1,0,0,0,0,1,3,0,1,1400.0,0.8,58.5,1400.0,0.8,58.5,1200.0,5.9,58.5,1840.0,24.0,58.5,94,95
1500,1200,6.0,3.0,58.5,0,1,0.0,25.0,0,0,0,0,1,0,1,4,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,29.5,6.0,29.5,30.0,3.0,24.5,25.0,13.0,21.0,22.0,12.0,0.0,0.0,0.0,39,74,384,1,0,6,5,20,104,3,6,27,0,0,1200.0,2.9,58.5,1200.0,2.0,58.5,1400.0,4.3,55.5,1400.0,7.5,57.5,46,47
1501,1200,0.0,8.0,58.5,0,3,0.0,16.0,0,1,2,0,3,0,3,16,7,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,7.5,12.0,22.5,22.5,8.0,31.0,31.0,5.0,18.5,18.5,9.0,29.5,29.5,2.0,22,45,195,0,2,16,7,25,131,0,3,31,0,0,1200.0,19.0,56.5,1100.0,6.3,57.5,1100.0,0.8,57.5,1200.0,10.0,57.5,38,39
1502,1200,0.0,6.0,58.5,0,1,0.0,14.0,0,1,2,0,1,0,0,5,9,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,11.0,29.5,30.5,6.0,16.5,19.5,9.0,30.0,35.5,3.0,17.5,26.0,8.0,0,3,14,3,7,34,22,50,205,9,19,99,0,6,1400.0,11.0,58.5,1400.0,3.1,58.5,1200.0,10.0,56.0,1200.0,1.5,58.5,38,39
1503,1200,4.0,0.0,58.0,0,3,0.0,30.0,0,1,1,0,3,0,3,7,3,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,30.0,4.0,31.0,32.0,11.0,31.5,33.0,9.0,28.5,30.5,3.0,24.0,27.5,12.0,76,172,757,10,16,106,30,59,328,42,73,398,2,35,1200.0,1.2,56.0,1500.0,7.1,56.5,1335.0,5.5,56.5,1100.0,1.6,57.0,16,17
1504,1200,2.0,3.0,58.0,0,2,0.0,50.0,0,0,0,0,2,0,2,4,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,30.0,2.0,34.0,35.0,3.0,25.0,27.0,5.0,22.0,24.5,5.0,0.0,0.0,0.0,27,55,200,12,24,109,42,64,285,56,135,583,18,110,1200.0,0.5,55.0,1200.0,0.2,57.0,1100.0,2.0,54.0,1200.0,4.8,53.0,46,47
1505,1200,2.0,4.0,58.0,0,1,0.0,50.0,0,0,0,0,1,0,1,2,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,2.0,28.0,30.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,22,12,24,109,42,64,285,56,135,583,1,4,1250.0,1.5,57.0,1200.0,1.9,55.0,0.0,0.0,0.0,0.0,0.0,0.0,40,41
1506,1200,0.0,0.0,58.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,52,4,7,44,8,16,76,11,24,107,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,12
1507,1200,0.0,5.0,58.0,0,0,0.0,0.0,0,0,0,0,0,0,0,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,29.5,12.0,31.5,33.0,5.0,29.0,31.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,12,30,180,0,1,7,0,1,6,0,5,26,0,1,1500.0,8.1,56.5,1400.0,0.9,57.0,1200.0,2.7,57.0,0.0,0.0,0.0,99,100
1508,1200,0.0,0.0,58.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,22,184,1,6,29,11,43,170,3,14,71,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,12
1509,1200,5.0,3.0,56.5,0,1,0.0,11.0,0,0,0,0,1,0,1,6,4,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,26.5,5.0,30.0,31.0,3.0,20.5,22.0,11.0,27.5,29.0,5.0,10.5,14.5,13.0,28,65,334,4,7,44,8,16,76,11,24,107,1,5,1400.0,5.1,56.5,1200.0,2.5,56.5,1200.0,9.9,56.5,1200.0,5.4,56.5,46,47
1510,1200,7.0,0.0,56.5,0,1,0.0,5.0,0,1,3,0,1,0,1,13,6,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,3.0,26.5,7.0,9.5,9.5,10.0,15.5,15.5,9.0,20.0,20.0,7.0,21.5,21.5,7.0,3,9,72,0,0,7,0,0,5,0,0,10,0,0,1400.0,2.2,53.5,1100.0,12.0,52.5,1400.0,9.3,54.5,1400.0,5.8,54.5,34,35
1511,1200,5.0,7.0,56.0,0,0,0.0,0.0,0,0,0,0,0,0,0,4,3,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,27.5,5.0,18.0,22.0,7.0,22.0,26.5,7.0,28.5,33.0,5.0,32.5,41.5,4.0,46,95,479,1,0,15,2,7,39,3,0,40,0,1,1200.0,4.9,57.0,1300.0,10.0,55.0,1150.0,6.3,55.5,1100.0,2.2,54.5,1,2
1512,1200,0.0,0.0,56.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,52,285,10,16,106,30,59,328,42,73,398,14,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,12
1513,1200,0.0,8.0,56.0,0,0,0.0,0.0,0,0,1,0,0,0,0,7,3,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,10.5,14.0,21.5,23.5,8.0,10.5,12.5,9.0,31.0,33.5,5.0,18.5,22.0,9.0,0,0,0,5,19,88,22,76,344,22,55,281,0,0,1200.0,12.9,52.0,1150.0,7.8,56.0,1100.0,12.0,52.0,1200.0,0.9,56.0,38,39
1514,1200,0.0,0.0,58.5,0,1,0.0,25.0,0,0,0,0,1,0,1,3,4,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,15.5,17.0,11.0,32.5,34.0,3.0,22.0,26.5,9.0,0.0,0.0,0.0,0,0,0,0,1,6,1,1,5,1,3,24,0,0,1400.0,10.0,58.5,1400.0,12.2,58.5,1200.0,1.1,58.5,1200.0,7.5,58.0,38,39
1515,2100,6.0,4.0,58.5,0,5,0.0,18.0,0,0,3,0,3,0,5,23,5,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,2.0,21.5,6.0,27.5,27.5,4.0,28.5,28.5,3.0,16.0,16.0,8.0,22.5,22.5,7.0,28,65,334,1,3,17,1,1,11,5,8,53,0,1,2000.0,5.4,52.5,1800.0,2.2,56.5,2000.0,0.7,56.5,2200.0,8.8,52.0,15,16
1516,2100,3.0,9.0,58.5,0,2,0.0,40.0,0,0,0,0,0,0,2,4,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,31.0,3.0,24.0,24.5,9.0,20.0,20.5,3.0,19.0,20.0,8.0,21.0,22.5,9.0,1,9,40,1,3,19,1,7,38,6,16,81,0,1,1600.0,1.9,58.5,1600.0,6.5,58.5,1600.0,8.3,58.5,1400.0,5.0,55.5,15,16
1517,2100,4.0,5.0,58.5,0,0,0.0,0.0,0,0,3,0,0,0,0,11,7,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,29.0,4.0,27.5,27.5,5.0,24.0,24.0,5.0,27.5,27.5,4.0,20.0,20.0,10.0,12,30,180,1,0,6,1,2,24,1,0,12,0,1,1600.0,2.8,58.5,2000.0,2.8,58.5,2200.0,2.5,55.5,1975.0,0.7,55.5,15,16
1518,2100,5.0,4.0,58.5,0,0,0.0,0.0,0,0,0,0,0,0,0,4,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,26.0,5.0,30.0,31.0,4.0,29.5,30.5,4.0,17.5,19.0,10.0,23.0,24.5,12.0,41,82,319,1,3,19,1,7,38,6,16,81,1,7,2100.0,5.2,58.5,2200.0,2.8,58.5,2000.0,1.8,58.5,1600.0,9.9,57.5,15,16
1519,2100,0.0,5.0,58.5,0,1,0.0,8.0,0,0,2,0,1,0,1,13,6,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,6.5,11.0,27.5,27.5,5.0,29.0,29.0,4.0,8.5,8.5,9.0,24.5,24.5,6.0,27,55,200,0,2,10,2,11,58,1,9,46,0,0,2000.0,19.9,53.5,1800.0,3.5,58.5,2000.0,1.5,58.5,2200.0,15.0,58.5,38,39
1520,2100,9.0,9.0,58.5,0,1,0.0,13.0,0,1,3,0,0,0,1,5,4,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,23.5,9.0,9.5,10.0,9.0,28.0,28.5,4.0,29.0,30.0,4.0,33.0,34.0,3.0,46,95,479,0,1,5,0,3,11,0,1,8,0,4,1600.0,7.0,58.5,1645.0,26.0,58.5,1500.0,3.1,58.5,1600.0,2.3,58.5,70,71
1521,2100,0.0,0.0,58.5,0,0,0.0,0.0,0,0,1,0,0,0,0,2,5,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,11.0,10.0,12.5,14.0,16.0,19.0,14.0,11.5,14.5,10.0,0.0,0.0,0.0,17,22,184,0,0,0,0,0,4,0,1,3,0,0,1000.0,9.8,58.5,1600.0,22.0,58.5,1600.0,11.0,55.5,1400.0,14.0,55.5,59,60
1522,2100,0.0,0.0,58.5,0,0,0.0,0.0,0,0,0,0,0,0,0,1,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,14,126,2,4,33,7,12,86,7,11,108,3,17,1600.0,18.7,58.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,30
1523,2100,7.0,8.0,58.5,0,0,0.0,0.0,0,0,0,0,0,0,0,3,4,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,7.0,23.5,23.5,8.0,19.5,20.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,26,52,285,10,16,106,30,59,328,42,73,398,14,94,1600.0,3.1,57.5,1800.0,5.5,56.5,2030.0,5.9,57.5,0.0,0.0,0.0,99,100
1524,2100,2.0,0.0,56.5,0,4,0.0,21.0,0,0,1,0,4,0,4,17,6,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,2.0,31.0,2.0,10.5,10.5,13.0,27.0,27.0,4.0,28.0,28.0,2.0,13.5,13.5,7.0,8,20,97,1,6,29,11,43,170,3,14,71,0,0,2000.0,0.2,56.5,2200.0,34.0,56.5,2000.0,2.5,56.5,2200.0,0.2,56.5,70,71
1525,2100,7.0,0.0,56.5,0,0,0.0,0.0,0,0,0,0,0,0,0,7,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,22.0,7.0,18.5,19.0,13.0,18.0,18.5,4.0,22.5,23.0,6.0,27.0,28.0,8.0,76,172,757,10,16,106,30,59,328,42,73,398,2,35,1600.0,7.4,55.5,1600.0,9.1,54.5,1600.0,8.4,54.5,1645.0,6.1,54.5,1,2
1526,2100,8.0,9.0,56.5,0,0,0.0,0.0,0,0,1,0,0,0,0,6,4,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,27.0,8.0,25.5,26.0,9.0,21.5,22.0,11.0,31.5,32.5,6.0,11.5,16.0,14.0,10,33,139,5,5,34,5,5,37,14,14,91,0,0,1600.0,4.7,56.5,1200.0,4.5,56.5,1400.0,8.6,57.0,1200.0,1.3,57.5,80,81
1527,2100,0.0,8.0,56.5,0,0,0.0,0.0,0,0,1,0,0,0,0,1,5,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,17.5,12.0,11.5,11.5,8.0,15.0,15.0,6.0,14.5,15.0,11.0,20.0,20.5,5.0,3,9,72,6,6,54,22,28,157,16,22,153,1,24,1600.0,8.3,52.5,2100.0,17.0,56.5,2000.0,11.0,55.5,1600.0,9.2,52.5,59,60
1528,2100,0.0,0.0,56.5,0,2,0.0,13.0,0,0,1,0,0,0,2,15,4,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,10.5,11.0,10.5,11.0,16.0,13.0,13.5,13.0,17.0,17.5,9.0,13.5,14.5,11.0,39,74,384,0,0,8,0,0,1,0,1,27,0,0,1600.0,16.9,56.5,1600.0,15.0,56.5,1400.0,12.0,54.5,1400.0,9.7,56.5,59,60
1529,2200,1.0,9.0,59.0,5,4,17.0,14.0,0,0,4,4,1,4,4,23,7,0.0,0.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,42.5,1.0,14.5,14.5,9.0,45.5,45.5,5.0,41.0,41.0,2.0,41.0,41.0,2.0,18,58,288,1,0,6,5,20,104,3,6,27,1,6,2000.0,0.2,58.0,2000.0,22.0,54.5,2030.0,1.5,54.5,2500.0,0.5,54.5,98,99
1530,2200,0.0,3.0,58.0,3,12,7.0,29.0,0,1,3,1,7,3,11,37,7,0.0,2.0,6.0,0.0,2.0,6.0,2.0,2.0,4.0,0.0,2.0,4.0,21.0,13.0,37.5,37.5,3.0,30.0,30.0,6.0,36.0,36.0,2.0,35.5,35.5,7.0,8,20,97,3,5,35,12,17,90,9,19,108,0,3,2000.0,14.0,58.5,2000.0,4.3,52.0,2000.0,9.5,56.5,2100.0,2.5,57.5,91,92
1531,2200,4.0,4.0,55.5,3,6,13.0,26.0,1,0,4,2,2,2,5,20,5,0.0,1.0,3.0,0.0,2.0,3.0,0.0,1.0,3.0,0.0,2.0,3.0,35.5,4.0,41.0,41.0,4.0,39.5,39.5,1.0,34.0,34.0,5.0,37.0,37.0,1.0,17,22,184,1,0,6,1,1,17,3,4,16,2,6,2200.0,3.6,55.0,2400.0,4.2,53.0,2180.0,3.3,51.0,1600.0,2.6,57.5,98,99
1532,2200,4.0,5.0,54.0,3,3,12.0,12.0,1,0,2,1,2,2,1,15,6,0.0,0.0,5.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,2.0,44.0,4.0,36.0,36.0,5.0,37.5,37.5,5.0,13.5,13.5,10.0,13.5,13.5,8.0,37,65,332,3,7,34,22,50,205,9,19,99,0,2,2000.0,0.8,56.5,1810.0,5.1,56.0,1600.0,4.1,56.0,2000.0,48.0,55.5,94,95
1533,2200,8.0,9.0,54.0,9,12,13.0,18.0,2,1,9,7,6,6,7,46,8,0.0,3.0,8.0,1.0,0.0,7.0,0.0,1.0,7.0,1.0,0.0,7.0,22.0,8.0,14.0,14.0,9.0,16.0,16.0,5.0,34.5,34.5,3.0,36.0,36.0,1.0,3,9,72,6,6,54,22,28,157,16,22,153,1,24,1600.0,12.0,52.5,6300.0,26.5,65.0,4200.0,19.0,65.0,3200.0,3.3,68.5,47,48
1534,2200,6.0,9.0,54.0,1,3,7.0,20.0,0,1,2,1,3,1,2,13,6,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,31.0,6.0,25.5,25.5,9.0,29.0,29.0,12.0,33.0,33.0,4.0,27.0,27.0,6.0,20,32,240,0,1,6,1,1,5,1,3,24,0,1,2200.0,5.4,52.5,2200.0,9.8,58.0,1800.0,7.7,58.5,2100.0,4.9,58.5,15,16
1535,1400,4.0,7.0,57.5,0,2,0.0,29.0,0,0,0,0,1,0,2,4,4,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,27.0,4.0,25.0,25.5,7.0,29.0,29.5,3.0,25.5,26.0,2.0,13.0,13.5,8.0,0,0,0,6,11,30,28,37,136,21,29,90,0,0,1200.0,4.8,57.5,1200.0,5.0,56.5,1150.0,1.4,55.5,1400.0,2.8,54.5,92,93
1536,1400,2.0,0.0,57.5,0,1,0.0,20.0,0,0,0,0,0,0,1,1,4,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,31.5,2.0,12.0,15.0,11.0,23.5,26.5,8.0,16.5,20.0,7.0,16.5,20.5,8.0,3,8,52,3,5,35,12,17,90,9,19,108,0,1,1200.0,1.8,57.5,1400.0,13.0,56.5,1200.0,5.2,56.5,1200.0,7.2,52.5,80,81
1537,1400,2.0,9.0,57.5,0,1,0.0,33.0,0,0,0,0,0,0,0,2,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,31.5,2.0,25.0,26.5,9.0,26.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,17,43,323,0,1,1,0,2,8,0,1,3,0,1,1600.0,0.1,56.5,1400.0,5.4,56.5,1200.0,4.5,56.5,0.0,0.0,0.0,99,100
1538,1400,7.0,2.0,57.5,0,6,0.0,33.0,0,4,5,0,2,0,6,12,5,0.0,1.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,1.0,2.0,24.0,7.0,29.5,29.5,2.0,26.0,26.0,7.0,24.0,24.0,8.0,31.0,31.0,2.0,76,172,757,0,4,9,2,6,26,0,4,14,0,1,1600.0,3.0,54.5,1400.0,0.2,54.5,1600.0,3.7,56.5,1600.0,5.1,56.5,16,17
1539,1400,3.0,0.0,57.5,0,3,0.0,23.0,0,0,1,0,2,0,3,10,4,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,27.5,3.0,9.5,10.0,15.0,24.5,25.0,6.0,23.5,24.0,4.0,24.0,24.5,3.0,1,2,22,12,24,109,42,64,285,56,135,583,1,4,1600.0,1.0,53.5,1400.0,16.0,56.5,1200.0,2.0,53.5,1645.0,3.4,53.5,70,71
1540,1400,3.0,6.0,57.5,0,1,0.0,50.0,0,0,0,0,0,0,1,2,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,23.0,23.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,22,184,0,0,0,0,0,4,0,1,3,0,0,1200.0,4.6,54.5,1200.0,3.5,53.5,0.0,0.0,0.0,0.0,0.0,0.0,40,41
1541,1400,6.0,5.0,57.5,0,1,0.0,20.0,0,0,0,0,1,0,1,3,4,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,24.0,6.0,24.0,25.0,5.0,26.0,27.5,5.0,28.0,29.5,3.0,15.0,16.5,9.0,39,74,384,0,0,8,0,0,1,0,1,27,0,0,1200.0,5.3,55.5,1100.0,4.0,54.5,1400.0,3.2,54.5,1400.0,2.4,54.5,75,76
